Carrier,Airport_Distance,Number_of_flights,Weather,Support_Crew_Available,Baggage_loading_time,Late_Arrival_o,Cleaning_o,Fueling_o,Security_o,Arr_Delay
DL,442,43627,5,22,17,19,18,24,28,71
B6,457,44951,5,61,17,18,8,29,25,73
MQ,457,42085,5,89,16,18,10,23,37,48
US,454,45407,5,78,17,19,11,16,47,86
VX,465,45772,6,59,18,19,10,22,34,105
EV,452,43085,5,156,17,19,11,28,30,57
AA,430,41432,6,67,16,18,15,26,26,53
AA,443,43208,6,82,17,18,15,23,37,67
DL,442,41159,5,61,17,20,17,32,30,70
UA,465,46055,5,122,18,19,14,19,47,99
B6,455,44600,6,96,17,18,14,28,37,61
DL,420,44905,5,28,17,19,10,28,52,79
UA,427,45827,6,11,17,18,2,25,40,81
AA,449,45101,5,70,18,20,12,21,39,120
MQ,442,47597,6,98,18,19,9,29,39,112
AA,418,46141,5,76,17,18,13,28,43,79
B6,455,48668,5,38,18,19,11,26,39,95
DL,436,45284,6,137,18,19,10,21,31,104
UA,462,47851,6,60,18,19,12,23,41,120
AA,472,45907,5,148,17,19,12,24,30,99
B6,424,41663,5,56,16,18,9,30,27,54
UA,448,42353,6,100,17,19,8,26,34,76
UA,426,44758,5,61,17,18,10,29,35,56
MQ,448,42340,5,158,17,19,5,28,46,60
AS,409,40534,5,71,16,18,6,26,36,36
UA,446,42725,6,92,17,19,14,21,18,63
VX,421,38911,5,79,16,18,14,27,29,27
UA,462,45480,5,75,17,18,12,20,26,85
UA,431,43990,5,42,17,18,10,28,30,73
FL,457,44727,5,64,17,19,16,27,29,69
B6,435,42225,6,110,17,17,5,23,30,43
DL,453,36468,5,150,16,17,10,23,25,12
B6,436,41921,5,104,17,18,12,23,28,51
AA,466,47117,5,18,18,20,8,22,54,123
B6,461,45308,6,14,17,19,7,24,33,99
UA,463,46498,5,53,17,19,6,20,41,74
B6,442,39415,6,62,17,18,8,28,36,46
B6,477,44999,6,44,18,19,13,23,40,98
WN,417,35929,5,79,16,18,9,26,39,12
UA,461,47556,5,21,17,19,10,24,43,98
B6,426,42048,5,63,17,18,4,24,29,50
AA,459,44327,6,156,17,18,11,26,41,78
AA,410,41687,5,91,17,18,9,26,37,29
UA,414,43144,6,93,17,19,11,29,32,78
WN,446,43548,6,67,17,19,11,27,33,72
EV,416,40214,5,98,16,17,11,24,43,29
UA,435,44073,5,127,17,19,5,24,31,51
9E,441,42652,5,26,17,18,9,20,38,71
DL,467,47134,5,106,18,20,11,28,27,98
AA,408,42227,5,59,16,19,8,30,27,39
UA,433,41508,5,75,17,19,5,24,39,47
B6,424,41956,5,28,17,19,8,21,44,74
UA,440,47132,6,67,17,19,7,25,40,96
9E,439,46763,6,24,17,19,10,31,38,106
EV,427,46409,5,103,18,20,9,24,45,112
EV,438,43461,6,101,17,19,9,25,39,44
UA,439,44789,5,72,17,19,14,27,46,71
EV,431,43160,5,106,17,19,11,22,31,62
DL,419,41170,5,161,16,19,12,30,37,27
B6,408,40926,5,81,16,18,15,19,34,15
B6,449,41309,5,198,16,18,12,21,27,23
DL,450,49841,6,126,18,21,7,29,52,117
DL,454,46977,6,42,18,19,7,28,37,110
US,433,42604,6,140,17,18,8,30,29,60
AA,455,44443,6,83,17,18,12,24,40,64
B6,442,42874,5,113,17,18,16,28,28,63
DL,472,42821,6,141,16,19,9,19,36,50
AA,414,47847,5,60,17,19,8,24,27,98
MQ,442,46596,5,46,17,19,12,30,28,66
UA,494,48622,6,51,18,20,7,24,47,117
AA,416,43677,6,128,17,19,15,28,39,79
DL,438,46003,5,46,17,19,8,27,40,68
DL,417,43867,5,139,17,18,9,27,38,57
US,435,42055,5,77,16,18,15,22,54,41
B6,446,44157,6,119,17,19,13,23,41,71
UA,451,50522,6,56,18,20,9,23,36,127
UA,450,45404,5,119,17,19,8,22,36,55
AA,413,41328,5,133,17,19,12,26,37,47
B6,434,44081,5,75,17,18,15,24,44,51
DL,439,40287,5,151,16,18,12,26,28,51
UA,456,43503,5,64,17,19,13,23,41,74
B6,440,46782,5,81,18,19,5,25,43,95
EV,426,41576,5,94,16,18,13,27,49,54
B6,455,44099,6,46,17,19,12,23,38,78
AA,440,42109,6,131,17,19,7,29,51,61
B6,445,42091,6,165,17,19,11,29,32,57
B6,428,40026,5,71,17,19,11,27,45,60
UA,462,42537,6,76,17,20,10,26,29,97
UA,429,42963,6,165,17,19,11,19,37,84
AA,471,45689,6,93,18,19,11,22,48,117
B6,449,48027,5,48,17,20,10,22,44,112
UA,384,39097,6,101,16,18,18,23,39,20
B6,447,42308,5,69,17,19,15,14,32,66
MQ,419,41151,6,48,16,18,9,26,40,41
B6,481,48205,5,68,18,19,7,28,29,111
DL,481,43706,6,78,18,19,4,25,29,95
MQ,439,45940,5,64,18,19,12,23,40,97
AA,433,44087,5,36,17,18,4,24,31,72
DL,430,42581,5,55,16,17,8,24,41,50
UA,446,38214,5,147,15,18,7,29,27,20
MQ,424,37418,6,116,16,17,11,23,46,11
UA,418,45481,5,21,18,20,5,32,39,101
B6,452,49850,6,50,18,20,8,31,36,157
B6,440,43282,5,65,18,19,12,23,39,81
DL,446,42155,5,4,17,18,14,25,37,65
US,449,45117,6,47,18,19,9,26,36,91
AA,440,44215,5,83,17,19,6,26,29,56
UA,468,43551,6,66,17,19,6,25,32,75
EV,403,34483,5,202,15,17,4,30,36,6
MQ,440,39278,5,94,16,18,12,24,44,52
US,447,47691,6,5,18,20,9,27,35,118
AA,475,50981,5,149,18,20,7,28,42,140
UA,462,43269,5,53,17,18,11,21,41,75
AA,439,42554,5,72,17,19,12,22,31,67
WN,410,40554,5,123,16,17,6,28,50,20
US,459,44013,5,61,17,19,11,24,43,95
EV,471,50593,6,76,18,20,15,31,50,137
AA,423,42959,5,16,17,18,7,31,43,66
B6,427,40668,5,71,17,19,9,29,48,47
B6,458,47565,5,24,18,19,8,24,46,121
UA,444,46389,6,32,17,19,9,25,32,99
US,470,43638,5,102,17,18,9,30,48,78
UA,425,40913,5,130,16,17,11,25,33,22
B6,455,45392,5,68,17,19,4,20,42,85
UA,462,43995,5,34,17,19,11,33,39,78
UA,427,41971,5,114,17,19,8,30,35,45
B6,450,44223,5,31,17,18,8,27,41,53
B6,438,41731,5,80,17,18,8,27,28,65
DL,443,43948,5,1,17,19,7,25,46,97
DL,438,42791,5,129,17,18,12,25,41,73
DL,435,42529,6,111,17,19,7,27,26,93
DL,440,42983,5,78,17,19,6,26,34,69
AA,413,39285,5,117,16,18,10,29,39,25
AA,451,45353,5,77,17,19,13,23,39,82
MQ,455,39340,5,106,16,18,14,25,40,24
UA,458,46107,6,141,17,20,0,21,50,80
DL,399,36825,5,213,15,17,8,26,32,2
DL,446,48219,6,64,18,20,7,25,37,130
VX,442,44056,6,21,17,20,16,16,35,86
AA,422,41712,5,82,16,18,12,21,36,47
B6,445,43362,5,19,17,19,9,23,37,67
DL,485,44187,5,76,18,19,8,25,36,105
UA,427,45505,5,28,17,19,5,24,36,81
UA,429,43778,5,69,17,18,14,31,24,49
B6,473,44805,6,48,17,20,19,28,32,97
UA,460,44192,6,91,17,19,4,21,28,81
B6,451,41673,5,8,18,19,12,26,32,86
AA,456,43083,5,90,17,18,10,21,37,65
UA,447,43173,5,86,17,18,6,28,48,62
FL,440,46195,5,108,18,19,5,21,42,88
B6,417,38585,5,125,16,19,17,25,43,30
UA,443,42730,5,136,17,19,15,26,43,59
AA,450,43090,5,62,17,18,12,30,63,53
AS,441,45599,6,106,18,18,10,31,36,87
AA,449,43865,5,76,17,17,6,21,39,73
UA,405,42121,5,80,16,18,8,28,36,40
UA,463,46277,5,79,17,18,8,24,45,72
VX,437,44383,5,112,17,18,8,25,46,56
B6,434,42319,5,100,17,19,12,29,43,57
B6,445,46200,5,149,17,19,11,26,41,75
UA,446,48379,5,111,18,20,5,25,35,126
B6,457,44206,5,44,17,19,18,24,43,73
B6,442,41831,5,78,17,18,8,27,30,77
AA,441,42713,6,106,18,19,12,21,30,126
UA,431,42073,5,77,17,18,11,32,39,36
B6,487,47223,6,111,18,20,12,31,34,134
AA,440,44318,5,88,18,20,9,25,42,93
B6,443,46349,6,48,18,19,7,32,41,97
DL,442,39726,6,2,17,18,3,27,44,51
AA,414,43158,5,23,17,19,7,24,43,43
UA,438,45864,5,65,17,19,8,21,40,89
MQ,429,39286,6,42,17,19,11,24,38,49
DL,457,43103,6,67,18,20,11,27,42,118
UA,450,44897,5,45,18,19,11,28,42,100
US,467,41170,5,60,16,19,5,25,39,27
AA,443,44527,5,36,17,18,8,25,36,72
DL,441,46072,6,34,17,19,8,30,39,92
WN,431,42880,5,86,17,19,7,26,35,52
B6,437,43228,6,74,18,19,10,22,45,77
DL,430,42937,6,67,17,18,11,21,26,55
DL,434,41852,5,69,17,19,11,31,36,53
MQ,408,45061,5,84,17,19,9,21,32,76
B6,450,44248,6,109,18,19,10,25,42,96
AA,415,42277,5,95,18,19,9,28,37,72
UA,460,39430,5,149,17,19,14,19,44,47
DL,444,42230,5,96,17,18,17,30,49,69
B6,453,43505,5,69,17,19,12,25,40,81
B6,435,39931,5,187,16,18,13,23,36,27
MQ,446,43663,5,75,17,20,7,24,47,75
DL,425,41772,6,78,17,19,8,29,39,46
EV,461,46708,5,40,17,19,12,18,29,85
9E,430,42640,5,63,17,20,7,27,46,79
DL,419,40822,5,97,17,19,7,26,31,50
EV,420,39103,5,142,16,18,15,26,33,18
MQ,425,39507,5,69,16,17,8,24,39,25
US,473,46974,6,86,17,18,10,22,35,96
EV,454,41791,6,113,17,19,13,26,48,70
DL,481,46860,5,82,18,19,13,26,39,99
FL,430,46432,6,100,17,19,8,30,44,101
B6,452,42877,5,80,17,19,9,26,28,63
B6,435,44760,5,93,17,20,13,22,36,88
DL,448,44537,6,92,18,19,7,29,46,91
DL,465,42915,5,57,17,19,7,29,45,64
B6,452,46972,5,53,17,20,16,27,39,93
MQ,467,44310,6,133,17,20,8,28,35,81
EV,446,46960,5,37,17,19,13,30,48,88
US,451,42657,6,49,18,19,8,22,49,89
UA,421,39791,5,138,16,19,4,24,27,26
AA,429,41450,5,90,16,19,8,29,38,41
B6,440,44013,5,110,17,20,14,19,36,77
AA,437,41032,5,155,17,18,11,27,40,32
UA,454,46085,6,103,18,20,10,24,37,103
B6,457,44750,5,27,17,19,8,26,33,53
UA,431,38759,5,48,16,18,10,26,18,29
UA,442,45372,6,37,17,18,7,24,42,68
UA,458,47673,5,78,18,20,13,28,36,138
AA,435,38362,6,116,16,17,21,21,41,17
MQ,447,46331,6,55,18,20,6,26,38,117
EV,444,39606,5,122,16,18,14,22,46,21
MQ,437,45121,6,84,17,19,11,27,44,71
F9,448,49040,6,53,17,19,11,23,37,119
AA,438,42461,6,39,17,19,8,22,36,46
MQ,422,42860,6,94,17,19,14,27,38,76
AA,438,42135,6,83,17,20,10,26,40,84
DL,441,44949,5,12,18,19,2,27,34,94
B6,487,45203,5,45,18,19,12,23,36,113
MQ,446,42809,5,93,17,19,14,20,46,69
UA,438,40476,6,121,16,18,9,27,20,39
EV,461,48246,6,101,17,19,13,24,26,122
DL,454,44926,5,96,17,19,7,24,44,77
UA,417,43299,5,63,17,18,12,28,35,52
WN,431,34476,5,135,15,16,8,28,33,3
B6,456,43939,6,73,17,19,8,27,56,56
DL,417,40481,5,102,16,18,10,26,32,40
AA,438,42812,6,154,17,19,10,24,50,59
DL,418,45077,5,75,17,18,8,25,44,63
UA,422,43575,6,83,17,19,10,25,33,99
HA,473,45596,6,86,18,21,11,30,39,132
DL,428,41747,6,119,16,19,9,22,37,42
DL,473,44802,5,93,17,19,11,20,29,93
UA,450,46563,6,24,17,20,12,16,46,126
MQ,414,42438,5,139,17,18,11,28,38,33
DL,459,43475,5,171,17,19,7,22,44,79
VX,446,44520,6,148,17,19,12,23,38,82
UA,472,41455,6,2,17,19,9,18,34,74
UA,438,47160,6,79,18,19,15,24,31,118
MQ,433,47530,5,150,18,19,10,25,40,85
UA,446,42089,5,144,17,19,12,22,51,60
B6,425,37632,5,18,16,17,7,17,38,13
UA,446,41731,5,86,16,19,12,25,35,51
B6,436,39326,5,88,17,18,12,26,35,44
US,432,39200,5,68,17,19,14,19,32,62
UA,413,45010,5,25,17,19,10,23,29,83
AA,445,42769,6,91,17,18,13,29,33,66
AA,455,43147,6,46,18,19,10,27,44,106
UA,426,44987,6,92,17,19,6,31,35,60
UA,449,44769,5,110,17,19,9,22,33,81
AA,433,43700,5,169,17,18,11,27,41,60
UA,437,39873,5,121,16,18,15,24,47,48
AA,439,46976,6,98,17,20,10,30,36,97
B6,432,42640,5,126,17,19,9,30,27,77
B6,454,42806,5,43,17,20,18,22,39,80
B6,448,44730,5,69,17,19,7,25,37,71
MQ,447,38576,5,61,17,19,8,20,33,42
DL,423,40195,6,103,17,19,5,24,32,50
B6,439,47198,5,10,17,19,12,28,37,98
B6,454,47318,5,57,18,19,7,24,34,75
B6,424,45509,5,128,17,19,15,29,48,72
UA,423,40080,5,191,16,19,3,26,48,35
DL,441,38332,5,166,16,17,4,21,33,19
EV,403,40247,5,47,17,19,13,24,38,46
WN,431,40849,5,46,16,19,8,29,44,35
UA,424,41697,5,151,17,19,6,33,40,35
B6,376,29777,5,93,14,15,10,24,37,0
UA,446,40839,5,94,16,17,15,31,33,22
VX,444,41732,5,64,17,18,13,24,38,53
B6,442,44527,5,99,17,18,8,27,27,69
B6,426,45137,5,34,17,19,6,27,55,72
WN,430,45291,6,64,17,19,8,30,28,77
DL,429,40987,5,106,17,18,12,21,36,50
DL,464,45245,6,10,18,20,13,23,41,103
B6,420,44597,6,129,17,18,17,27,40,69
WN,440,38536,5,37,16,18,8,23,36,32
AA,458,41742,5,129,17,19,12,27,40,79
MQ,441,43077,5,83,17,19,3,17,44,41
B6,438,40552,5,76,17,18,15,31,31,49
EV,468,45141,6,113,17,19,11,27,43,76
B6,464,41311,5,94,17,19,9,27,30,47
EV,443,45455,5,62,17,19,12,24,39,82
MQ,452,40332,5,74,16,19,11,29,36,43
UA,454,44344,5,87,16,18,3,31,35,56
US,418,46211,5,99,17,20,13,22,34,89
DL,427,43084,5,137,17,17,5,28,34,46
UA,439,40872,6,75,17,20,6,33,30,65
DL,419,44543,5,23,17,19,12,24,30,61
US,430,43680,5,145,17,20,4,27,50,57
B6,456,43948,6,75,17,19,8,29,52,85
US,436,42903,5,137,17,19,1,32,36,49
UA,456,44307,6,104,17,19,12,30,37,73
MQ,451,41826,5,76,16,18,12,20,38,46
DL,425,40949,5,83,17,18,11,23,34,47
US,428,44451,6,64,17,18,9,29,37,89
US,464,45462,5,101,17,19,12,25,38,85
EV,423,40372,5,195,17,18,3,25,31,26
DL,443,42881,5,99,16,18,8,28,41,34
FL,436,43252,5,101,17,18,11,23,42,70
EV,429,43486,5,64,17,18,14,20,50,73
MQ,455,44978,5,89,17,19,11,22,27,92
AA,457,43223,6,78,17,19,9,25,44,108
UA,445,42258,5,44,17,19,12,24,30,60
AA,444,42741,5,119,16,18,3,24,41,48
UA,431,44263,5,108,18,19,10,21,35,113
AA,435,43901,6,38,17,19,10,21,41,75
EV,439,45714,5,94,17,18,11,29,40,73
VX,440,48598,5,83,18,20,12,23,34,98
UA,433,46061,6,22,17,19,11,26,49,96
EV,465,42606,5,57,17,20,10,30,44,76
UA,469,42215,5,4,16,18,8,24,38,61
AA,463,47993,5,72,18,19,13,21,33,97
UA,433,41888,5,37,16,18,5,27,34,50
B6,464,40798,6,37,17,19,9,20,35,76
EV,446,43527,5,14,17,19,9,23,31,67
UA,472,46467,5,44,17,20,13,24,53,97
UA,448,42645,5,92,17,20,13,28,42,85
AA,443,40733,5,153,17,19,8,32,39,54
DL,430,40280,6,19,17,18,9,30,48,41
MQ,457,44013,6,44,17,20,8,29,41,69
B6,465,41887,6,1,17,19,8,23,20,70
DL,446,38608,5,122,16,18,8,20,20,24
EV,457,42008,5,114,17,19,1,22,36,49
DL,436,45563,6,43,17,19,12,26,22,76
US,427,43048,6,67,17,20,13,28,44,73
WN,431,41895,6,34,17,19,3,19,26,58
MQ,472,42997,6,155,17,18,13,20,39,70
UA,442,40153,5,105,16,17,10,20,38,19
B6,446,43549,5,96,16,18,6,23,38,54
DL,454,45391,5,91,17,19,15,27,36,72
UA,455,43130,5,107,17,19,13,26,47,52
MQ,423,39898,5,170,16,18,5,21,46,33
AA,436,45757,6,122,17,19,11,26,30,59
B6,443,44071,6,65,18,19,10,23,38,92
UA,439,43419,5,54,17,19,10,26,50,62
DL,438,44508,5,50,18,19,14,23,27,105
UA,488,45850,6,52,18,19,7,27,39,107
EV,431,44115,5,109,17,18,3,13,38,61
WN,449,42753,5,46,16,19,12,22,32,44
UA,440,45165,6,102,17,19,7,28,51,66
B6,433,43455,6,80,17,19,11,27,32,73
DL,462,40540,6,25,17,19,10,26,34,61
US,453,41330,6,67,17,18,7,20,28,53
EV,414,39519,6,92,17,18,8,25,48,43
UA,429,44044,5,83,17,20,9,21,29,86
UA,452,44794,6,35,17,18,10,23,35,65
UA,421,42926,5,69,17,19,6,27,39,65
AA,470,45294,5,112,17,19,13,21,35,84
DL,434,40389,5,24,17,18,16,24,32,40
MQ,429,38850,5,85,17,17,10,23,36,37
B6,447,47423,5,82,18,18,8,29,42,86
VX,434,42864,5,84,17,19,8,25,37,65
AA,415,43165,6,47,18,20,10,28,26,101
DL,424,41903,6,102,16,18,12,20,43,50
UA,453,45537,5,105,17,19,10,30,36,83
EV,423,42458,5,73,18,20,12,28,40,69
FL,464,45183,6,76,18,19,6,24,36,90
EV,447,42632,6,131,17,18,11,25,36,60
EV,480,49423,6,16,18,20,8,29,38,140
B6,448,43237,6,98,17,19,5,25,35,75
DL,454,43194,5,88,17,19,18,21,38,59
B6,460,43233,6,36,17,19,8,22,40,59
MQ,440,43839,5,139,16,19,5,28,41,39
AA,462,48109,5,83,18,19,9,24,38,113
DL,465,43873,6,84,17,19,13,19,34,76
DL,448,48391,6,63,18,19,15,23,43,121
MQ,407,40085,6,67,16,19,12,31,31,42
EV,434,42390,5,95,17,18,9,23,35,76
MQ,451,42590,5,40,17,19,12,25,37,76
UA,433,43567,6,114,17,18,12,30,28,60
AA,427,43482,5,122,16,18,13,24,32,61
WN,428,39675,5,102,17,17,13,23,24,27
UA,431,41114,5,92,17,18,5,23,44,36
US,412,34998,5,72,16,18,11,31,40,14
EV,434,42337,6,58,17,18,15,27,21,48
UA,443,42099,5,57,17,18,13,26,31,43
EV,420,44129,5,58,17,18,8,30,43,51
VX,455,46151,5,27,17,18,12,20,32,100
B6,452,46538,6,139,18,19,15,29,32,105
UA,421,40771,5,125,16,18,10,20,28,29
EV,449,40832,5,52,17,19,16,27,40,67
B6,441,45903,5,127,18,19,12,29,34,91
EV,442,39883,5,100,17,19,11,23,17,55
MQ,458,48422,5,74,18,19,9,20,34,86
UA,459,46918,5,89,17,19,3,23,40,98
AA,445,39091,6,39,17,19,8,24,35,52
DL,434,42660,6,23,17,18,8,29,44,61
WN,421,42534,5,68,16,18,9,21,37,41
EV,435,42901,5,76,17,18,13,31,39,57
B6,442,42214,5,77,17,20,9,26,40,76
UA,458,45033,5,10,17,18,17,26,31,81
EV,406,38729,5,66,16,19,8,22,35,36
DL,463,41432,5,91,17,18,11,25,30,34
UA,448,41506,5,5,17,19,9,26,30,66
AA,459,43656,6,112,17,19,2,24,39,77
WN,455,47800,5,83,17,20,8,26,45,74
EV,446,45630,5,70,17,19,8,25,36,77
AA,462,44511,5,99,17,19,5,25,37,87
MQ,453,45080,6,93,18,20,8,34,31,84
EV,429,41806,6,4,16,19,11,23,40,49
DL,429,43640,5,108,17,19,12,29,48,55
DL,458,44495,6,83,18,20,7,25,38,95
B6,466,44776,5,126,18,20,12,22,37,114
UA,447,45216,5,130,18,18,10,24,41,92
B6,423,41667,6,73,16,18,7,27,26,35
AA,453,47164,5,127,17,19,6,25,37,114
UA,407,36528,5,129,16,17,9,25,37,15
DL,444,43483,5,30,17,19,8,28,38,82
WN,443,41753,5,124,16,17,3,30,33,33
MQ,419,41291,5,74,16,19,8,33,27,38
US,449,45457,6,63,17,19,14,22,19,55
US,451,45279,5,84,18,18,9,28,44,67
B6,438,45720,5,38,18,18,7,25,39,91
MQ,439,45724,6,158,17,20,9,22,39,64
FL,392,39007,5,138,16,17,15,26,33,17
AA,439,44934,5,67,17,19,9,27,36,64
AA,439,42757,5,123,17,19,12,21,37,39
MQ,476,46814,6,86,18,19,18,26,36,119
UA,466,40712,5,105,17,19,11,29,44,46
B6,446,43597,6,33,18,19,11,26,39,95
UA,450,43499,5,4,17,18,7,20,43,83
EV,443,41250,6,96,17,19,10,20,41,71
B6,443,41769,5,99,17,19,14,25,37,49
MQ,446,37668,5,62,17,18,13,24,51,32
AA,457,44411,5,75,17,20,6,21,31,95
WN,424,42630,5,47,17,19,11,24,35,68
B6,429,46473,5,54,18,20,18,24,41,97
US,428,39593,5,104,16,18,10,23,26,27
EV,447,45746,5,74,18,19,13,26,41,90
EV,400,41347,5,136,17,19,9,23,35,47
MQ,462,42962,5,35,17,18,12,22,30,63
EV,447,41212,6,75,17,19,8,26,38,72
B6,426,41235,5,75,17,18,14,28,37,70
UA,467,44408,5,56,18,20,11,21,46,108
DL,453,43915,6,36,17,19,9,21,33,86
DL,474,44404,5,31,18,18,7,26,41,120
VX,441,41583,5,2,18,19,12,30,25,89
UA,463,43454,5,111,16,18,10,22,34,48
EV,446,42902,6,91,17,18,4,20,45,53
B6,447,47765,5,63,18,19,9,29,41,104
EV,445,46164,5,11,18,18,10,24,36,114
B6,460,43832,5,80,17,19,7,28,42,72
AA,443,39955,5,134,17,19,7,27,33,61
B6,471,49027,5,26,18,19,14,24,34,125
AA,437,42625,5,140,17,19,8,25,37,48
EV,412,40891,5,35,17,18,14,21,25,58
AA,430,46904,5,87,18,19,6,30,27,98
UA,469,42373,6,48,17,20,10,29,48,57
WN,450,42871,5,91,17,19,13,23,31,59
EV,431,45375,5,155,17,18,11,28,35,74
B6,452,44268,5,83,18,19,9,19,49,83
EV,418,42625,5,81,16,19,14,23,27,38
EV,427,40474,5,74,18,19,9,30,35,63
EV,446,42443,6,120,17,20,8,26,34,82
DL,422,47366,5,101,17,19,11,27,47,91
EV,422,41554,5,132,16,18,9,25,38,29
B6,447,46950,6,4,19,19,15,25,30,134
WN,450,41842,5,76,17,19,15,26,31,62
MQ,433,43424,6,79,17,19,11,23,38,87
UA,449,43938,5,139,17,18,8,27,23,100
UA,420,41302,5,63,17,18,12,26,37,54
UA,445,38996,6,51,17,19,9,32,37,54
US,436,40855,5,102,16,18,4,26,43,69
EV,424,40394,5,75,16,19,20,22,45,43
DL,454,42192,5,123,17,18,11,22,38,76
EV,433,46099,6,136,17,19,13,24,34,65
FL,434,44944,6,104,18,19,6,17,30,99
B6,399,33949,5,133,15,17,11,16,40,4
UA,458,42957,5,87,18,19,3,29,26,79
UA,438,47323,5,79,18,20,12,24,34,100
MQ,443,45789,6,73,18,20,16,22,39,101
B6,474,44667,6,83,17,19,14,21,32,90
B6,440,47700,5,49,17,19,15,27,33,113
DL,443,43483,6,125,17,19,13,25,34,92
MQ,441,44718,5,111,17,18,9,24,34,76
UA,456,39084,6,107,17,18,11,24,30,46
EV,438,45437,5,39,17,18,11,26,40,49
EV,440,40883,6,129,17,18,11,21,40,77
EV,449,43267,6,66,17,18,13,27,32,68
B6,440,45561,5,64,18,19,8,23,31,90
UA,438,39279,5,80,16,19,16,25,39,33
UA,456,43379,5,47,17,19,8,20,30,88
B6,423,36542,5,79,16,18,9,21,31,16
UA,446,45606,6,87,18,19,10,28,41,96
DL,448,43659,5,81,17,19,12,28,36,68
DL,443,43951,6,90,17,19,8,21,33,62
DL,445,44394,5,51,17,19,12,25,32,59
DL,445,44626,6,54,18,20,6,22,32,76
AA,460,41904,5,147,17,18,7,29,36,73
EV,455,41692,5,136,17,19,8,26,28,62
AA,448,48863,5,86,18,19,9,27,37,122
MQ,436,39235,6,126,16,17,13,20,40,26
AA,413,37291,5,83,15,16,2,19,32,10
US,430,41074,5,99,17,18,7,24,45,49
MQ,450,44876,5,108,17,18,12,23,35,85
9E,441,46901,6,21,17,20,12,18,28,117
9E,440,42709,5,107,17,19,12,21,49,56
B6,404,40101,5,132,16,18,16,31,40,24
MQ,430,46220,5,80,17,18,17,21,43,102
US,450,39523,5,129,15,18,10,20,39,21
EV,459,42054,5,50,18,19,16,25,34,110
9E,451,44220,6,94,18,19,10,25,38,100
DL,453,43742,6,112,17,18,14,24,45,70
B6,470,43141,5,114,17,19,10,23,31,59
B6,423,34478,5,116,16,18,9,27,36,26
DL,436,44724,5,23,17,20,9,26,42,84
UA,447,38360,5,175,16,18,2,22,39,38
UA,436,40743,5,92,16,17,7,23,32,24
UA,431,46008,6,31,18,19,7,21,32,105
US,432,43234,5,76,16,18,10,23,31,32
MQ,432,39477,5,106,16,17,12,25,46,35
EV,424,42057,5,132,17,18,7,25,34,62
UA,427,41674,5,91,17,19,11,30,41,62
B6,436,44444,6,131,17,19,14,26,42,73
UA,433,42574,6,97,17,19,15,27,32,64
EV,437,44970,5,77,17,19,5,24,40,77
MQ,404,36216,5,114,15,17,13,24,43,16
AA,458,45142,6,49,18,19,11,22,39,94
UA,439,44793,6,154,17,18,13,27,43,60
9E,442,38358,6,122,17,18,8,25,38,26
MQ,404,41162,6,95,16,19,11,26,40,36
UA,436,37913,5,137,16,18,5,29,46,18
B6,439,38703,6,106,16,19,10,22,44,43
DL,464,48902,6,106,18,20,7,28,47,128
DL,430,46697,5,66,17,20,12,25,42,92
B6,429,41768,5,71,16,17,17,30,45,31
EV,455,45009,6,43,17,19,14,24,38,68
MQ,460,39978,5,114,16,18,7,26,30,39
B6,463,42408,6,111,17,18,12,26,40,79
UA,455,48913,5,48,18,20,12,23,38,120
AA,437,44459,5,106,17,19,7,32,42,91
MQ,442,40509,5,66,16,18,7,33,32,42
UA,439,39440,5,63,17,18,5,28,35,65
DL,457,46662,6,75,18,18,15,27,43,76
MQ,417,42455,5,115,17,19,8,24,46,46
UA,481,44930,6,135,17,19,12,22,45,74
UA,440,44098,5,109,17,18,10,22,20,72
B6,457,41466,5,57,17,18,8,28,37,73
B6,444,41773,5,92,17,18,8,29,30,60
WN,450,43074,5,70,17,19,11,36,26,61
AA,441,41728,5,76,16,18,8,19,45,53
B6,461,43724,6,85,17,18,12,18,42,62
B6,441,34868,5,131,16,16,11,24,44,5
UA,471,45427,6,43,17,19,11,27,40,86
AA,410,42915,5,146,17,18,15,28,31,52
UA,452,47612,6,62,17,19,16,27,31,105
US,419,44436,5,119,17,19,17,23,44,73
9E,438,46209,5,0,17,18,6,25,42,74
EV,457,42125,6,149,18,19,11,27,41,96
EV,439,41397,6,98,16,19,11,19,29,48
UA,426,44712,6,131,17,19,10,23,47,79
EV,429,42275,5,76,16,19,9,19,39,48
WN,448,39131,5,75,16,18,11,31,27,10
DL,433,44060,6,111,17,20,15,22,48,109
AA,445,42873,5,117,17,19,10,21,27,61
AA,441,45521,5,111,17,18,14,29,36,87
UA,444,40266,5,87,17,18,14,32,34,44
B6,420,42091,6,61,17,18,13,21,41,62
DL,445,40453,5,123,17,19,13,27,37,65
DL,437,45655,5,106,16,19,3,27,52,82
UA,460,43271,5,75,17,19,5,28,40,83
9E,440,41981,5,70,17,19,11,19,40,63
DL,429,35068,5,187,15,16,13,27,35,7
MQ,471,48335,5,85,19,20,7,26,23,141
EV,420,41629,5,107,17,18,11,31,43,65
UA,456,42146,5,88,17,18,11,24,38,50
9E,456,46271,6,10,17,19,10,20,35,105
EV,435,43437,6,23,18,19,4,27,35,78
FL,432,44246,5,95,17,19,5,30,35,90
9E,441,43672,5,108,17,19,3,24,36,71
AA,441,45067,6,125,18,19,10,22,30,106
